fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,white wine,red wine
0.25619834710743805,0.15333333333333332,0.1927710843373494,0.019354838709677417,0.024958402662229616,0.13058419243986255,0.44382801664355065,0.21431651573954014,0.24409448818897594,0.1797752808988764,0.26086956521739135,1.0,0.0
0.2148760330578512,0.15333333333333332,0.16867469879518077,0.02903225806451613,0.04658901830282862,0.07560137457044673,0.31345353675450766,0.2065545493747294,0.4566929133858264,0.16292134831460675,0.34782608695652173,1.0,0.0
0.36363636363636354,0.4666666666666667,0.0,0.05161290322580646,0.13311148086522465,0.08247422680412371,0.055478502080443824,0.4609745579991369,0.49606299212598426,0.1348314606741573,0.2318840579710144,0.0,1.0
0.25619834710743805,0.11333333333333333,0.1987951807228916,0.019354838709677417,0.043261231281198013,0.23367697594501718,0.4216366158113731,0.1599827511858578,0.2204724409448815,0.20224719101123595,0.4782608695652175,1.0,0.0
0.25619834710743805,0.04000000000000001,0.22891566265060243,0.012903225806451615,0.05324459234608968,0.14432989690721648,0.20804438280166437,0.1431651573954298,0.22834645669291298,0.1797752808988764,0.49275362318840576,1.0,0.0
0.2727272727272727,0.31333333333333335,0.07831325301204821,0.03548387096774193,0.1064891846921797,0.1374570446735395,0.44105409153952846,0.2971108236308737,0.1811023622047241,0.20224719101123595,0.17391304347826075,1.0,0.0
0.371900826446281,0.06000000000000001,0.18674698795180725,0.02903225806451613,0.06655574043261232,0.3230240549828179,0.4077669902912622,0.30573523070288644,0.29921259842519676,0.20224719101123595,0.2028985507246377,1.0,0.0
0.1074380165289256,0.16666666666666669,0.13253012048192772,0.03225806451612903,0.029950083194675542,0.11683848797250859,0.2302357836338419,0.0944372574385497,0.606299212598425,0.08988764044943821,0.6521739130434783,1.0,0.0
0.3305785123966941,0.23333333333333328,0.29518072289156627,0.39999999999999997,0.039933444259567394,0.24742268041237112,0.4216366158113731,0.36179387667097984,0.3149606299212597,0.07303370786516854,0.4782608695652175,1.0,0.0
0.3223140495867768,0.06666666666666667,0.21084337349397592,0.16774193548387095,0.07653910149750416,0.16494845360824742,0.3828016643550624,0.3730056058645985,0.393700787401575,0.1797752808988764,0.3188405797101448,1.0,0.0
0.2148760330578512,0.09999999999999999,0.21084337349397592,0.31290322580645163,0.054908485856905165,0.36426116838487976,0.37170596393897365,0.4135403191030633,0.38582677165354307,0.14044943820224715,0.17391304347826075,1.0,0.0
0.2148760330578512,0.36,0.07228915662650602,0.13225806451612904,0.08485856905158069,0.21993127147766323,0.5270457697642164,0.3643811987925858,0.3779527559055116,0.14606741573033705,0.1304347826086958,1.0,0.0
0.23140495867768585,0.05333333333333333,0.12650602409638556,0.1967741935483871,0.07653910149750416,0.288659793814433,0.41886269070735094,0.29021129797326495,0.3228346456692912,0.16853932584269665,0.4057971014492754,1.0,0.0
0.1900826446280991,0.09333333333333334,0.29518072289156627,0.02903225806451613,0.06988352745424292,0.11683848797250859,0.22468793342579751,0.24536438119879733,0.44094488188976344,0.1348314606741573,0.2318840579710144,1.0,0.0
0.2975206611570248,0.05333333333333333,0.16265060240963858,0.4806451612903226,0.06821963394342763,0.16494845360824742,0.3578363384188627,0.4868477792151751,0.1259842519685037,0.11797752808988764,0.10144927536231885,1.0,0.0
0.18181818181818177,0.08,0.22891566265060243,0.022580645161290328,0.0415973377703827,0.24742268041237112,0.27184466019417475,0.0664079344545101,0.29133858267716484,0.16853932584269665,0.681159420289855,1.0,0.0
0.2644628099173554,0.13333333333333336,0.1987951807228916,0.45161290322580644,0.05657237936772046,0.31615120274914094,0.44937586685159503,0.5299698145752458,0.47244094488188937,0.25280898876404495,0.11594202898550732,1.0,0.0
